Tipo de Incidencia,Clave de incidencia,ID de la incidencia,Resumen,Parent summary,Prioridad,Estado,Sprint de ejecución,Tipo de prueba,Atributo,Nivel de prueba,Tag0,Tag1,Tag2,Etapa de la prueba,Ambiente,Reportado,Fecha Reporte,Versión de corrección 1,Desarrollador,Sprint última regresión,En qué versión fue corregido?,Estrategia de ejecución
Test Case,NGA-T15816,NGA-E15061,Filter dropdown renders 3 options with default Open selected,,Normal,Pass,Dec/29/2025 - Jan/11/2026,Functional,ESS,System,Swift,,High,Done,,Wara Rojas,29/12/2025,0,Maximiliano Sosa,"NGA-17828 - My Team > Cases Filter and Sort (MVP: Open, Closed, Canceled)",,Automation Not Planned
Test Case,NGA-T15818,NGA-E15060,Filter application requires Apply; refresh and status display,,Normal,Pass,Dec/29/2025 - Jan/11/2026,Functional,ESS,System,Swift,,High,Done,,Rafael Pernas,29/12/2025,0,Maximiliano Sosa,"NGA-17828 - My Team > Cases Filter and Sort (MVP: Open, Closed, Canceled)",,Automation Not Planned
Test Case,NGA-T15819,NGA-E15064,"Single filter logic for Open, Closed, and Canceled",,Normal,Pass,Dec/29/2025 - Jan/11/2026,Functional,ESS,System,Swift,,High,Done,,Wara Rojas,29/12/2025,0,Maximiliano Sosa,"NGA-17828 - My Team > Cases Filter and Sort (MVP: Open, Closed, Canceled)",,Automation Not Planned
Test Case,NGA-T15820,NGA-E15065,Sort toggle Start Date (Newest to Oldest): text and icon clickable; immediate refresh,,Normal,Pass,Dec/29/2025 - Jan/11/2026,Functional,ESS,System,Swift,,High,Done,,Wara Rojas,29/12/2025,0,Maximiliano Sosa,"NGA-17828 - My Team > Cases Filter and Sort (MVP: Open, Closed, Canceled)",,Automation Planned
Test Case,NGA-T15821,NGA-E15066,Sorting with identical Start Dates displays correctly,,Normal,Pass,Dec/29/2025 - Jan/11/2026,Functional,ESS,System,Swift,,High,Done,,Wara Rojas,29/12/2025,0,Maximiliano Sosa,"NGA-17828 - My Team > Cases Filter and Sort (MVP: Open, Closed, Canceled)",,Automation Not Planned
Test Case,NGA-T15822,NGA-E15059,"Filter + sort integration (Open, Closed, Canceled combos) and large dataset responsiveness",,Normal,Pass,Dec/29/2025 - Jan/11/2026,Integration,ESS,System,Swift,,High,Done,,Wara Rojas,29/12/2025,0,Maximiliano Sosa,"NGA-17828 - My Team > Cases Filter and Sort (MVP: Open, Closed, Canceled)",,Automation Not Planned
Test Case,NGA-T15823,NGA-E15067,Unchecking all filters returns all cases and shows empty state,,Normal,Pass,Dec/29/2025 - Jan/11/2026,Functional,ESS,System,Swift,,High,Done,,Mirtza Aguirre,29/12/2025,0,Maximiliano Sosa,"NGA-17828 - My Team > Cases Filter and Sort (MVP: Open, Closed, Canceled)",,Automation Not Planned
Test Case,NGA-T15824,NGA-E15063,No employees assigned to supervisor shows case search with empty state; controls safe,,Normal,Pass,Dec/29/2025 - Jan/11/2026,Functional,ESS,System,Swift,,High,Done,,Mirtza Aguirre,29/12/2025,0,Maximiliano Sosa,"NGA-17828 - My Team > Cases Filter and Sort (MVP: Open, Closed, Canceled)",,Automation Not Planned
Test Case,NGA-T15825,NGA-E15062,Filter/sort state resets on reload and does not persist across sessions,,Normal,Pass,Dec/29/2025 - Jan/11/2026,Functional,ESS,System,Swift,,High,Done,,Mirtza Aguirre,29/12/2025,0,Maximiliano Sosa,"NGA-17828 - My Team > Cases Filter and Sort (MVP: Open, Closed, Canceled)",,Automation Not Planned
Test Case,NGA-T15826,NGA-E15058,Feature flag OFF hides filter/sort; legacy page functions normally,,Normal,Pass,Dec/29/2025 - Jan/11/2026,Functional,ESS,System,Swift,,High,Done,,Mirtza Aguirre,29/12/2025,0,Maximiliano Sosa,"NGA-17828 - My Team > Cases Filter and Sort (MVP: Open, Closed, Canceled)",,Automation Not Planned
Test Case,NGA-T15830,NGA-E15047,Logs: A log is generated when the value of Respect Holiday Setting is changed for existing customer,,Normal,Blocked,Dec/29/2025 - Jan/11/2026,Functional,Calcs,System,Abacus,,High,Done,Dev5,Mirtza Aguirre,29/12/2025,0,Nicole Gagneux,NGA-17023 - FTE Holiday - Portal UI - Customer Setting,,Automation Not Planned
Test Case,NGA-T15831,NGA-E15055,"Customer-level ""Respect Holiday Setting"" only visible to users with required permissions",,Normal,Pass,Dec/29/2025 - Jan/11/2026,Functional,Calcs,System,Abacus,,High,Done,Dev5,Mirtza Aguirre,30/12/2025,0,Nicole Gagneux,NGA-17023 - FTE Holiday - Portal UI - Customer Setting,,Automation Not Planned
Test Case,NGA-T15833,NGA-E15051,Existing Employer Configuration: Period types of the policy information,ASE-1224,Happy Path,Blocked,Jan/05/2026 - Jan/18/2026,Functional,Calcs,End-to-End,Abacus,,High,Done,,Mirtza Aguirre,5/1/2026,0,Wara Rojas,NGA-16708 Remove Designated Period Types from Employer Default Drop List,,Automation Not Planned
Test Case,NGA-T15833,NGA-E15105,Existing Employer Configuration: Period types of the policy information,ASE-1224,Happy Path,Pass,Jan/05/2026 - Jan/18/2026,Functional,Calcs,End-to-End,Abacus,,High,Done,,Mirtza Aguirre,5/1/2026,0,Wara Rojas,NGA-16708 Remove Designated Period Types from Employer Default Drop List,,Automation Not Planned
Test Case,NGA-T15834,NGA-E15052,New Employer Configuration: Period types of the policy information,ASE-1224,Normal,Pass,Dec/29/2025 - Jan/11/2026,Functional,Calcs,End-to-End,Abacus,,High,Done,,Mirtza Aguirre,30/12/2025,0,Wara Rojas,NGA-16708 Remove Designated Period Types from Employer Default Drop List,,Automation Not Planned
Test Case,NGA-T15835,NGA-E15056,Existing Policy Configuration: Period types,ASE-1224,Normal,Pass,Dec/29/2025 - Jan/11/2026,Functional,Calcs,End-to-End,Abacus,,High,Done,,Mirtza Aguirre,29/12/2025,0,Wara Rojas,NGA-16708 Remove Designated Period Types from Employer Default Drop List,,Automation Not Planned
Test Case,NGA-T15836,NGA-E15057,Existing Employer (Legacy Invalid Period Type) – Change Another Field and Save,ASE-1224,Low,Fail,Dec/29/2025 - Jan/11/2026,Functional,Calcs,End-to-End,Abacus,,High,Done,,Mirtza Aguirre,30/12/2025,0,Wara Rojas,NGA-16708 Remove Designated Period Types from Employer Default Drop List,,Automation Planned
Test Case,NGA-T15836,NGA-E15091,Existing Employer (Legacy Invalid Period Type) – Change Another Field and Save,ASE-1224,Low,Pass,Dec/29/2025 - Jan/11/2026,Functional,Calcs,End-to-End,Abacus,,High,Done,,Mirtza Aguirre,31/12/2025,0,Wara Rojas,NGA-16708 Remove Designated Period Types from Employer Default Drop List,,Automation Planned
Test Case,NGA-T15837,NGA-E15070,Verify that label is updated to new texts ( “Ignore Total Hours Worked In Last 12 Months Rule (any policy)” ),NGA-18315,Normal,Pass,Dec/29/2025 - Jan/11/2026,Functional,AbsenceTracker,System,Enforcers,,Medium,,DEV3,Mirtza Aguirre,29/12/2025,0,Anand Pedhadiya,,,Automation Planned
Test Case,NGA-T15838,NGA-E15073,Verify when Ignore Total Hours Worked In Last 12 Months Rule (any policy) is checked it should works as expected,NGA-18315,Normal,Pass,Dec/29/2025 - Jan/11/2026,Functional,AbsenceTracker,System,Enforcers,,Medium,,DEV3,Mirtza Aguirre,30/12/2025,0,Anand Pedhadiya,,,Automation Planned
Test Case,NGA-T15839,NGA-E15074,"Verify that Ignore Total Hours Worked In Last 12 Months Rule (any policy) is unchecked, it should works as expected",NGA-18315,Normal,Pass,Dec/29/2025 - Jan/11/2026,Functional,AbsenceTracker,System,Enforcers,,Medium,,DEV3,Mirtza Aguirre,30/12/2025,0,Anand Pedhadiya,,,Automated
Test Case,NGA-T15840,NGA-E15085,"[Portal] Verify that new The ""Automatic Eligibility Check On Leave Start"" todo is assigned to a system user",NGA-17811,Normal,Pass,Dec/29/2025 - Jan/11/2026,Regression,AbsenceTracker,System,Enforcers,,High,,DEV3,Mirtza Aguirre,31/12/2025,0,Anand Pedhadiya,,,Automation Planned
Test Case,NGA-T15841,NGA-E15086,"[ESS] Verify that new The ""Automatic Eligibility Check On Leave Start"" todo is assigned to a system user when case is created in ESS",NGA-17811,Normal,Pass,Dec/29/2025 - Jan/11/2026,Regression,AbsenceTracker,System,Enforcers,,High,,DEV3,Mirtza Aguirre,31/12/2025,0,Anand Pedhadiya,,,Automation Planned
Test Case,NGA-T15842,NGA-E15087,"[API] Verify that new The ""Automatic Eligibility Check On Leave Start"" todo is assigned to a system user when case is created from API",NGA-17811,Normal,Pass,Dec/29/2025 - Jan/11/2026,Regression,AbsenceTracker,System,Enforcers,,High,,DEV3,Mirtza Aguirre,31/12/2025,0,Anand Pedhadiya,,,Automation Planned
Test Case,NGA-T15843,NGA-E15088,"[FILE upload] Verify that new The ""Automatic Eligibility Check On Leave Start"" todo is assigned to a system user when case is created from c record",NGA-17811,Normal,Pass,Dec/29/2025 - Jan/11/2026,Regression,AbsenceTracker,System,Enforcers,,High,,DEV3,Mirtza Aguirre,31/12/2025,0,Anand Pedhadiya,,,Automation Planned
Test Case,NGA-T15844,NGA-E15089,Verify that previously created todo that was assigned to primary assignee and make sure the system job still completes it,NGA-17811,Normal,Pass,Dec/29/2025 - Jan/11/2026,Regression,AbsenceTracker,System,Enforcers,,High,,DEV3,Mirtza Aguirre,31/12/2025,0,Anand Pedhadiya,,,Automation Planned
Test Case,NGA-T15845,NGA-E15090,Verify that Newly created todo that was assigned to System user are completed by system job,NGA-17811,Normal,Pass,Dec/29/2025 - Jan/11/2026,Regression,AbsenceTracker,System,Enforcers,,High,,DEV3,Mirtza Aguirre,31/12/2025,0,Anand Pedhadiya,,,Automation Planned
Test Case,NGA-T15847,NGA-E15078,Import an OIDC profile when the client does not have any profiles the first time,NGA-18350,Normal,Pass,Dec/29/2025 - Jan/11/2026,Regression,AbsenceSoft,End-to-End,Config Wizards,Chrome,Medium,,DEV3,Mirtza Aguirre,30/12/2025,0,Christian Alba,,,Automation Planned
Test Case,NGA-T15848,NGA-E15079,Import an OIDC profile from employer level,NGA-18350,Normal,Pass,Dec/29/2025 - Jan/11/2026,Regression,AbsenceSoft,End-to-End,Config Wizards,Chrome,Medium,,DEV3,Mirtza Aguirre,30/12/2025,0,Christian Alba,,,Automation Planned
Test Case,NGA-T15849,NGA-E15076,Before & After: Existing Employer With Invalid Period Type – Modify Period Type and Save,ASE-1224,Low,Pass,Dec/29/2025 - Jan/11/2026,Functional,Calcs,End-to-End,Abacus,,High,Done,,Mirtza Aguirre,31/12/2025,0,Wara Rojas,NGA-16708 Remove Designated Period Types from Employer Default Drop List,,Automation Planned
Test Case,NGA-T15850,NGA-E15077,"Employer-level ""Respect Holiday Setting"" only visible to users with required permissions",,Low,Pass,Dec/29/2025 - Jan/11/2026,Functional,Calcs,System,Abacus,,High,Done,,Mirtza Aguirre,31/12/2025,0,Wara Rojas,NGA-17024 FTE Holiday - Portal UI - Employer Setting,,Automation Planned
Test Case,NGA-T15852,NGA-E15080,try to import an OIDC profile from employer level with a fake url,NGA-18350,Normal,Pass,Dec/29/2025 - Jan/11/2026,Regression,AbsenceSoft,End-to-End,Config Wizards,Chrome,Medium,,DEV3,Mirtza Aguirre,30/12/2025,0,Christian Alba,,,Automation Planned
Test Case,NGA-T15853,NGA-E15106,It is possible to edit a default/customer policy with wage configuration a paid benefit at customer/employer level - Payroll calculations feature on,NGA-18261,Happy Path,Pass,Jan/05/2026 - Jan/18/2026,Regression,AbsenceTracker,System,Absengers,,TBD,,,Wara Rojas,5/1/2026,0,Maria Cancqui,,,Automation Not Planned
Test Case,NGA-T15854,NGA-E15107,It is possible to edit a default/customer policy with wage configuration a paid benefit at customer/employer level - Payroll calculations feature off,NGA-18261,Happy Path,Pass,Jan/05/2026 - Jan/18/2026,Regression,AbsenceTracker,System,Absengers,,TBD,,,Wara Rojas,5/1/2026,0,Maria Cancqui,,,Automation Not Planned
Test Case,NGA-T15855,NGA-E15108,It is possible to edit a default/customer policy without wage configuration a paid benefit at customer/employer level - Payroll calculations feature on,NGA-18261,Happy Path,Pass,Jan/05/2026 - Jan/18/2026,Regression,AbsenceTracker,System,Absengers,,TBD,,,Wara Rojas,5/1/2026,0,Maria Cancqui,,,Automation Not Planned
Test Case,NGA-T15856,NGA-E15109,It is possible to edit a default/customer policy without wage configuration a paid benefit at customer/employer level - Payroll calculations feature off,NGA-18261,Happy Path,Pass,Jan/05/2026 - Jan/18/2026,Regression,AbsenceTracker,System,Absengers,,TBD,,,Wara Rojas,5/1/2026,0,Maria Cancqui,,,Automation Not Planned
Test Case,NGA-T15858,NGA-E15102,API - Handle Inbound Text Message when Recipients is null without 500,,Normal,Pass,Jan/05/2026 - Jan/18/2026,Functional,ESS,API,Swift,,High,Done,,Ester Azevedo,8/1/2026,0,Maximiliano Sosa,NGA-18274 - 500 Errors on Case Activities with Inbound Text Messages,,Automation Not Planned
Test Case,NGA-T15859,NGA-E15103,UI - Case Activities display inbound text messages without errors,,Normal,Pass,Jan/05/2026 - Jan/18/2026,Functional,ESS,API,Swift,,High,Done,,Ester Azevedo,8/1/2026,0,Maximiliano Sosa,NGA-18274 - 500 Errors on Case Activities with Inbound Text Messages,,Automation Not Planned
Test Case,NGA-T15861,NGA-E15104,DB/API - Communications document with null Recipients exists and does not break endpoint,,Normal,Pass,Jan/05/2026 - Jan/18/2026,Functional,ESS,API,Swift,,High,Done,,Ester Azevedo,8/1/2026,0,Maximiliano Sosa,NGA-18274 - 500 Errors on Case Activities with Inbound Text Messages,,Automation Not Planned
Test Case,NGA-T15863,NGA-E15189,Verify Policy Rule evaluations working as expected,NGA-18366,Normal,Pass,Jan/12/2026 - Jan/25/2026,Functional,AbsenceTracker,System,Just In Case,,Low,,DEV2,Nicole Gagneux,12/1/2026,0,Rani Patha,,,Automation Not Planned
Test Case,NGA-T15864,NGA-E15190,"Test Search /Filter Functionality on Dashboard Cases, Todo's & Employees",NGA-18366,Normal,Pass,Jan/12/2026 - Jan/25/2026,Functional,AbsenceTracker,System,Just In Case,,Low,,DEV2,Rafael Pernas,12/1/2026,0,Rani Patha,,,Automation Not Planned
Test Case,NGA-T15865,NGA-E15191,Test File Uploads with E & C files,NGA-18366,Normal,Pass,Jan/12/2026 - Jan/25/2026,Functional,AbsenceTracker,System,Just In Case,,Low,,DEV2,Wara Rojas,12/1/2026,0,Rani Patha,,,Automation Planned
Test Case,NGA-T15866,NGA-E15143,Import an OIDC profile from another employer of the same customer.,NGA-18350,Normal,Pass,Jan/05/2026 - Jan/18/2026,Regression,AbsenceSoft,End-to-End,Config Wizards,Chrome,Medium,,DEV3,Wara Rojas,6/1/2026,0,Christian Alba,,,Automation Not Planned
Test Case,NGA-T15867,NGA-E15144,Create the SAML Profile for customer level,NGA-18350,Normal,Pass,Jan/05/2026 - Jan/18/2026,Functional,AbsenceTracker,System,Config Wizards,Chrome,Medium,,DEV3,Wara Rojas,6/1/2026,0,Christian Alba,,,Automation Not Planned
Test Case,NGA-T15868,NGA-E15145,Create the SAML Profile for employer level,NGA-18350,Normal,Pass,Jan/05/2026 - Jan/18/2026,Functional,AbsenceTracker,System,Config Wizards,Chrome,Medium,,DEV3,Wara Rojas,6/1/2026,0,Christian Alba,,,Automation Not Planned
Test Case,NGA-T15870,NGA-E15146,"Import an OIDC profile for the employer and add another SAML profile to other employer, both are under the same customer",NGA-18350,Normal,Pass,Jan/05/2026 - Jan/18/2026,Regression,AbsenceSoft,End-to-End,Config Wizards,Chrome,Medium,,DEV3,Wara Rojas,6/1/2026,0,Christian Alba,,,Automation Not Planned
Test Case,NGA-T15871,NGA-E15137,Verify new functionality is only available if “enableEligibilityForecasting” feature is enabled,NGA-16617,Normal,Pass,Jan/05/2026 - Jan/18/2026,Functional,AbsenceTracker,System,Enforcers,,Low,,DEV3,Wara Rojas,6/1/2026,0,Anand Pedhadiya,,,Automation Not Planned
Test Case,NGA-T15872,NGA-E15138,Verify new functionality is not available if “enableEligibilityForecasting” feature is disabled,NGA-16617,Normal,Pass,Jan/05/2026 - Jan/18/2026,Functional,AbsenceTracker,System,Enforcers,,Low,,DEV3,Wara Rojas,6/1/2026,1,Anand Pedhadiya,,,Automation Not Planned
Test Case,NGA-T15873,NGA-E15139,Verify FMLA policy with single eligibility status displays as one segment with correct dates and eligibility status,NGA-16617,Normal,Pass,Jan/05/2026 - Jan/18/2026,Functional,AbsenceTracker,System,Enforcers,,Low,,DEV3,Rafael Pernas,6/1/2026,0,Anand Pedhadiya,,,Automation Not Planned
Test Case,NGA-T15874,NGA-E15140,"Verify FMLA policy with multiple eligibility statuses displays as multiple segments, each with correct date ranges and statuses",NGA-16617,Normal,Pass,Jan/05/2026 - Jan/18/2026,Functional,AbsenceTracker,System,Enforcers,,Low,,DEV3,,6/1/2026,0,Anand Pedhadiya,,,Automation Not Planned
Test Case,NGA-T15875,NGA-E15141,"Verify non-FMLA policies (CFRA, CA-DI) display with existing single-segment behavior",NGA-16617,Normal,Pass,Jan/05/2026 - Jan/18/2026,Functional,AbsenceTracker,System,Enforcers,,Low,,DEV3,Daniela Medina,6/1/2026,0,Anand Pedhadiya,,,Automation Not Planned
Test Case,NGA-T15876,NGA-E15142,Verify page layout and spacing accommodates multiple policy segments without UI breaking,NGA-16617,Normal,Pass,Jan/05/2026 - Jan/18/2026,Functional,AbsenceTracker,System,Enforcers,,Low,,DEV3,Daniela Medina,6/1/2026,0,Anand Pedhadiya,,,Automation Not Planned
Test Case,NGA-T15877,NGA-E15168,Policy with Elimination = Work Weeks and Entitlement  = Reasonable Amount,,Normal,Pass,Jan/05/2026 - Jan/18/2026,Functional,Calcs,System,Abacus,Chrome,Medium,Done,Dev5,Daniela Medina,8/1/2026,0,Monica Apaza,NGA-16913 - High CPU: Policy's where elimination is work weeks and entitlement type is not work weeks or work months,,Automation Not Planned
Test Case,NGA-T15878,NGA-E15169,Policy with Elimination = Work Weeks and Entitlement  = Working Months,,Normal,Pass,Jan/05/2026 - Jan/18/2026,Functional,Calcs,System,Abacus,Chrome,Medium,Done,Dev5,Daniela Medina,8/1/2026,0,Monica Apaza,NGA-16913 - High CPU: Policy's where elimination is work weeks and entitlement type is not work weeks or work months,,Automation Not Planned
Test Case,NGA-T15879,NGA-E15166,"Customer [New, HRS=Allow Employer Override], Employer [New, Show FTE HB on work schedules=Checked, HRS=Force Policy’s Holiday Behavior], Work Schedule=IHB",,Normal,Pass,Jan/05/2026 - Jan/18/2026,Functional,Calcs,End-to-End,Abacus,,High,Done,,Rafael Pernas,7/1/2026,0,Wara Rojas,NGA-17024 FTE Holiday - Portal UI - Employer Setting,,Automation Not Planned
Test Case,NGA-T15880,NGA-E15167,"Customer [New, HRS=Allow Employer Override], Employer [New, Show FTE HB on work schedules=Unchecked, HRS=Force Policy’s Holiday Behavior], FTE Work Schedule=Not Displayed",,Normal,Pass,Jan/05/2026 - Jan/18/2026,Functional,Calcs,End-to-End,Abacus,,High,Done,,Rafael Pernas,8/1/2026,0,Wara Rojas,NGA-17024 FTE Holiday - Portal UI - Employer Setting,,Automation Not Planned
Test Case,NGA-T15881,NGA-E15171,"Customer [Existing, HRS=Force Policy Holiday Behavior], Employer [Existing, Show FTE HB on work schedules=Checked], Work Schedule=IHB to RHB",,Happy Path,Pass,Jan/12/2026 - Jan/25/2026,Functional,Calcs,End-to-End,Abacus,,High,Done,Dev5,Wara Rojas,13/01/2026,0,Nicole Gagneux,NGA-17023 - FTE Holiday - Portal UI - Customer Setting,,Automation Not Planned
Test Case,NGA-T15882,NGA-E15170,"Customer [Existing, HRS=Force Ignore Holidays], Employer [Existing, Show FTE HB on work schedules=Checked], Work Schedule=RHB to IHB",,Happy Path,Pass,Jan/12/2026 - Jan/25/2026,Functional,Calcs,End-to-End,Abacus,,High,Done,Dev5,Rafael Pernas,13/01/2026,0,Nicole Gagneux,NGA-17023 - FTE Holiday - Portal UI - Customer Setting,,Automation Not Planned
Test Case,NGA-T15886,NGA-E15181,"P / ITOR: (W, I, fwd) Submit ITORs with different status on a holiday in an approved segment",ASE-691,Normal,Pass,Jan/05/2026 - Jan/18/2026,Functional,Calcs,End-to-End,Abacus,,High,Done,,Rafael Pernas,8/1/2026,0,Nicole Gagneux,"NGA-18644 - Warning message on ITOR request modal when entitlement type is ""calendar"" or ""fixed work days""",Platform_202601.0,Automation Not Planned
Test Case,NGA-T15887,NGA-E15182,"Customer [New, HRS=Allow Employer Override], Employer [New, Show FTE HB on work schedules=Checked, HRS=Force Ignore Holidays], Work Schedule=IHB",,Normal,Pass,Jan/05/2026 - Jan/18/2026,Functional,Calcs,End-to-End,Abacus,,High,Done,,Wara Rojas,9/1/2026,0,Wara Rojas,NGA-17024 FTE Holiday - Portal UI - Employer Setting,,Automation Not Planned
Test Case,NGA-T15888,NGA-E15183,"Customer [New, HRS=Allow Employer Override], Employer [New, Show FTE HB on work schedules=Checked, HRS=Force Policy’s Holiday Behavior], Work Schedule=RHB Customer [New, HRS=Allow Employer Override], Employer [New, Show FTE HB on work schedules=Checked,",,Normal,Pass,Jan/05/2026 - Jan/18/2026,Functional,Calcs,End-to-End,Abacus,,High,Done,,Wara Rojas,9/1/2026,0,Wara Rojas,NGA-17024 FTE Holiday - Portal UI - Employer Setting,,Automation Not Planned
Test Case,NGA-T15889,NGA-E15192,[/administration/saveemployer] Update / Upload Logo onto Employer in Portal,NGA-13483,Normal,Pass,Jan/12/2026 - Jan/25/2026,Regression,AbsenceTracker,System,Config Wizards,Chrome,Low,Done,,Carlos Santiago,12/1/2026,0,Marcos Neto,NGA-13483 - 1/12/2025,,Automation Not Planned
Test Case,NGA-T15890,NGA-E15193,[/administration/saveemployer] Update / Upload Logo onto Employer in Portal - Verify if different customer can check this logo out,NGA-13483,Normal,Pass,Jan/12/2026 - Jan/25/2026,Regression,AbsenceTracker,System,Config Wizards,Chrome,Low,Done,,Carlos Santiago,12/1/2026,0,Marcos Neto,NGA-13483 - 1/12/2025,,Automation Not Planned
Test Case,NGA-T15891,NGA-E15186,SUMO log is generated when the value of Respect Holiday Setting is changed for new employer,,Normal,Pass,Jan/05/2026 - Jan/18/2026,Functional,Calcs,End-to-End,Abacus,,High,Done,,Jorge Ferreira Neto,9/1/2026,0,Wara Rojas,NGA-17024 FTE Holiday - Portal UI - Employer Setting,,Automation Not Planned
Test Case,NGA-T15892,NGA-E15194,[/administration/saveemployer] Update / Upload Logo onto Employer in Portal At Employer level,NGA-13483,Normal,Pass,Jan/12/2026 - Jan/25/2026,Regression,AbsenceTracker,System,Config Wizards,Chrome,Low,Done,,Jorge Ferreira Neto,12/1/2026,0,Marcos Neto,NGA-13483 - 1/12/2025,,Needs Review
Test Case,NGA-T15893,NGA-E15185,SUMO log is generated when the value of Respect Holiday Setting is changed for existing employer,,Normal,Pass,Jan/05/2026 - Jan/18/2026,Functional,Calcs,End-to-End,Abacus,,High,Done,,Marcelo Romero,9/1/2026,0,Wara Rojas,NGA-17024 FTE Holiday - Portal UI - Employer Setting,,Needs Review
Test Case,NGA-T15894,NGA-E15197,Verify the Single Accommodation with single status reason show the Overall Usage Determination status & reason,NGA-18691,Normal,Pass,Jan/12/2026 - Jan/25/2026,Regression,AbsenceTracker,System,Just In Case,,Medium,,DEV2,Marcelo Romero,12/1/2026,0,Rani Patha,,,Needs Review
Test Case,NGA-T15895,NGA-E15198,Verify the Single Accommodation with multiple status show the  overall usage determination status,NGA-18691,Normal,Pass,Jan/12/2026 - Jan/25/2026,Regression,AbsenceTracker,System,Just In Case,,Medium,,DEV2,Marcelo Romero,12/1/2026,0,Rani Patha,,,Needs Review
Test Case,NGA-T15897,NGA-E15200,"Verify the Single Accommodation , single status and multiple reasons show the Overall Usage Determination status & reason that falls with current date",NGA-18691,Normal,Pass,Jan/12/2026 - Jan/25/2026,Regression,AbsenceTracker,System,Just In Case,,Medium,,DEV2,Marcelo Romero,12/1/2026,0,Rani Patha,,,Needs Review
Test Case,NGA-T15898,NGA-E15196,Verify the Single Accommodation with Partialy approved status show the  overall usage determination status only,NGA-18691,Normal,Pass,Jan/12/2026 - Jan/25/2026,Regression,AbsenceTracker,System,Just In Case,,Medium,,DEV2,Marcelo Romero,12/1/2026,0,Rani Patha,,,Needs Review
Test Case,NGA-T15899,NGA-E15195,[/administration/saveemployer] Update / Upload Logo onto Employer in Portal At Employer level (New Employer),NGA-13483,Normal,Pass,Jan/12/2026 - Jan/25/2026,Regression,AbsenceTracker,System,Config Wizards,Chrome,Low,Done,,Mirtza Aguirre,12/1/2026,0,Marcos Neto,NGA-13483 - 1/12/2025,,Automation Not Planned
Test Case,NGA-T15902,NGA-E15208,Assertioninitiate with 1 Customer profile where isESS=true,NGA-18122,Normal,Pass,Jan/12/2026 - Jan/25/2026,Functional,AbsenceTracker,System,Config Wizards,Firefox,Low,,DEV3,Mirtza Aguirre,12/1/2026,0,Paolo Calderon,,,Automation Not Planned
Test Case,NGA-T15903,NGA-E15220,POST Employee API -  Employee Holiday Behavior Resolution (Customer FteHolidayBehaviorMode = EmployeeSchedule),,Normal,Pass,Jan/12/2026 - Jan/25/2026,Functional,Calcs,API,Abacus,"Chrome,Firefox,Safari,Edge",Medium,Done,Dev5,Wara Rojas,13/01/2026,0,Monica Apaza,NGA-17026 - FTE Holiday - Employee API Contradicting posts get treated properly,,Automation Not Planned
Test Case,NGA-T15904,NGA-E15209,Assertioninitiate with 1 Employer profile where isESS=true,NGA-18122,Normal,Pass,Jan/12/2026 - Jan/25/2026,Functional,AbsenceTracker,System,Config Wizards,Firefox,Low,,DEV3,Wara Rojas,12/1/2026,0,Paolo Calderon,,,Automation Not Planned
Test Case,NGA-T15905,NGA-E15210,Assertioninitiate with 1 Customer + 1 Employer profile targeting Employer profile,NGA-18122,Normal,Pass,Jan/12/2026 - Jan/25/2026,Functional,AbsenceTracker,System,Config Wizards,Firefox,Low,,DEV3,Wara Rojas,12/1/2026,0,Paolo Calderon,,,Automation Not Planned
Test Case,NGA-T15906,NGA-E15211,Assertioninitiate with 1 Customer + 1 Employer profile targeting Customer profile,NGA-18122,Normal,Pass,Jan/12/2026 - Jan/25/2026,Functional,AbsenceTracker,System,Config Wizards,Firefox,Low,,DEV3,Wara Rojas,13/01/2026,0,Paolo Calderon,,,Automation Not Planned
Test Case,NGA-T15907,NGA-E15235,Assertioninitiate with 1 Customer + 2 Employers profile targeting Customer profile,NGA-18122,Normal,Pass,Jan/12/2026 - Jan/25/2026,Functional,AbsenceTracker,System,Config Wizards,Firefox,Low,,DEV3,Wara Rojas,13/01/2026,0,Paolo Calderon,,,Automation Not Planned
Test Case,NGA-T15908,NGA-E15236,Assertioninitiate with 1 Customer + 2 Employers profile targeting Employer profile,NGA-18122,Normal,Pass,Jan/12/2026 - Jan/25/2026,Functional,AbsenceTracker,System,Config Wizards,Firefox,Low,,DEV3,Wara Rojas,13/01/2026,0,Paolo Calderon,,,Automation Not Planned
Test Case,NGA-T15911,NGA-E15203,Create a case via API with related person info,NGA-14277,Normal,Pass,Jan/12/2026 - Jan/25/2026,Functional,AbsenceTracker,API,Just In Case,,Medium,,DEV2,Wara Rojas,12/1/2026,0,Robert Hardy,,,Automation Not Planned
Test Case,NGA-T15912,NGA-E15204,Create a case via API without related person info,NGA-14277,Normal,Pass,Jan/12/2026 - Jan/25/2026,Functional,AbsenceTracker,API,Just In Case,,Medium,,DEV2,Wara Rojas,12/1/2026,0,Robert Hardy,,,Automation Not Planned
Test Case,NGA-T15913,NGA-E15228,Create a case via Portal with related person info,NGA-14277,Normal,Pass,Jan/12/2026 - Jan/25/2026,Functional,AbsenceTracker,API,Just In Case,,Medium,,DEV2,Wara Rojas,13/01/2026,0,Robert Hardy,,,Automation Not Planned
